time,wx,wy,wz,ax,ay,az,Bx,By,Bz
 490,-17,-5,4,-47,-202,4074,-6,-1,-106
 491,-15,-5,3,-44,-176,4044,1,-5,-100
 492,-16,-5,3,-49,-195,4045,2,4,-81
 493,-15,-6,3,-54,-186,4057,-2,-20,-87
 494,-14,-6,3,-54,-195,4050,-11,-18,-85
 495,-13,-6,2,-65,-196,4046,10,-3,-92
 496,-15,-6,3,-47,-188,4030,-17,2,-66
 497,-12,-7,4,-59,-180,4052,-1,7,-74
 498,-14,-6,2,-61,-180,4076,-14,9,-68
 499,-14,-6,2,-50,-177,4085,-11,-2,-77
 500,-13,-5,3,-56,-196,4059,-20,3,-55
 501,-15,-6,2,-52,-187,4051,-1,8,-56
 502,-15,-6,3,-53,-195,4087,-11,-7,-70
 503,-12,-6,4,-53,-176,4052,9,2,-81
 504,-12,-4,3,-48,-190,4053,-10,1,-64
 505,-14,-5,1,-42,-194,4060,12,4,-108
 506,-13,-5,3,-36,-188,4055,3,9,-76
 507,-15,-6,3,-51,-197,4070,12,6,-57
 508,-15,-7,4,-42,-186,4072,-10,-6,-100
 509,-15,-7,3,-50,-191,4062,-1,-8,-75
 510,-14,-6,1,-64,-189,4076,1,-11,-76
 511,-14,-5,3,-49,-184,4034,-10,2,-122
 512,-17,-7,2,-49,-168,4076,8,-15,-93
 513,-15,-7,3,-40,-200,4058,-60,-5,-59
 514,-13,-6,4,-49,-196,4055,-15,-10,-83
 515,-15,-6,3,-46,-183,4101,-13,-10,-95
 516,-14,-5,2,-38,-186,4051,2,26,-103
 517,-12,-7,3,-48,-188,4059,-16,-18,-76
 518,-14,-6,2,-61,-180,4033,-24,-6,-60
 519,-16,-5,3,-42,-188,4057,-3,4,-82
 520,-14,-6,2,-52,-196,4074,10,-16,-88
 521,-16,-5,3,-47,-201,4054,-22,-6,-67
 522,-16,-5,3,-56,-199,4042,18,19,-56
 523,-13,-6,3,-40,-183,4061,-13,5,-62
 524,-14,-7,2,-42,-187,4070,-5,-10,-93
 525,-12,-6,2,-56,-180,4050,-11,1,-84
 526,-15,-5,3,-63,-185,4037,-10,3,-82
 527,-14,-4,2,-42,-196,4059,1,-5,-73
 528,-13,-4,1,-54,-195,4034,6,1,-90
 529,-15,-5,3,-64,-201,4071,-13,-8,-77
 530,-15,-7,3,-46,-172,4074,-5,-4,-60
 531,-15,-7,2,-43,-197,4087,7,9,-73
 532,-14,-6,2,-38,-185,4077,8,4,-62
 533,-13,-5,4,-72,-192,4058,3,-15,-64
 534,-16,-5,4,-58,-195,4087,5,2,-101
 535,-14,-4,3,-39,-193,4049,9,-18,-68
 536,-14,-5,2,-68,-203,4030,-1,-6,-77
 537,-13,-7,2,-44,-201,4057,-5,-1,-114
 538,-16,-8,2,-45,-200,4055,5,-4,-67
 539,-13,-7,3,-38,-202,4069,12,-11,-119
 540,-13,-4,3,-51,-185,4076,-6,0,-91
 541,-16,-5,3,-51,-196,4034,-2,-11,-76
 542,-15,-6,3,-60,-193,4049,2,-3,-67
 543,-14,-4,3,-54,-192,4040,11,-12,-76
 544,-15,-6,4,-52,-196,4061,6,-5,-52
 545,-14,-7,3,-48,-201,4086,2,-3,-88
 546,-16,-5,3,-52,-196,4080,3,-15,-118
 547,-15,-6,3,-40,-187,4076,14,7,-74
 548,-13,-6,2,-46,-189,4045,-4,-29,-73
 549,-14,-6,3,-41,-168,4066,-6,-2,-65
 550,-16,-5,3,-48,-190,4108,10,12,-70
 551,-15,-4,2,-56,-196,4075,-21,-13,-74
 552,-15,-4,2,-36,-195,4038,23,20,-83
 553,-14,-6,2,-51,-191,4040,-5,-12,-99
 554,-15,-5,3,-54,-177,4050,-4,0,-99
 555,-15,-5,3,-50,-192,4061,18,4,-79
 556,-17,-6,3,-42,-195,4078,-7,-11,-75
 557,-16,-6,2,-54,-184,4070,18,30,-62
 558,-16,-7,2,-40,-190,4063,-3,4,-90
 559,-15,-6,2,-49,-183,4042,-12,1,-73
 560,-16,-7,3,-46,-196,4082,17,-10,-89
 561,-16,-5,2,-51,-195,4106,5,2,-64
 562,-16,-5,3,-48,-184,4063,-12,5,-73
 563,-14,-6,3,-51,-187,4038,16,-6,-93
 564,-15,-4,4,-55,-189,4076,9,-19,-99
 565,-16,-5,2,-56,-182,4053,2,3,-109
 566,-16,-6,2,-58,-185,4030,-7,-11,-95
 567,-16,-6,4,-42,-184,4051,9,-8,-65
 568,-13,-8,3,-52,-190,4078,-5,2,-75
 569,-15,-7,2,-46,-189,4049,-9,-9,-24
 570,-16,-6,2,-50,-200,4050,-2,-5,-67
 571,-16,-5,3,-49,-206,4046,-21,-3,-76
 572,-15,-5,3,-45,-194,4067,0,-1,-93
 573,-14,-5,3,-53,-191,4065,-4,-4,-92
 574,-15,-6,3,-56,-180,4041,-4,-13,-84
 575,-14,-6,2,-44,-192,4055,14,1,-81
 576,-13,-6,3,-54,-201,4044,-5,-3,-86
 577,-14,-5,3,-51,-196,4036,-23,-5,-97
 578,-14,-6,3,-51,-194,4062,-5,-16,-41
 579,-12,-5,3,-42,-198,4047,3,2,-87
 580,-16,-6,2,-57,-199,4047,-7,-1,-97
 581,-15,-5,3,-51,-196,4061,1,-9,-96
 582,-15,-5,2,-48,-199,4032,2,-10,-64
 583,-15,-5,1,-53,-203,4089,4,2,-37
 584,-16,-6,4,-49,-193,4049,-13,-6,-74
 585,-16,-5,3,-38,-210,4080,-3,15,-72
 586,-12,-5,2,-46,-184,4061,-10,1,-79
 587,-15,-5,3,-48,-208,4053,-5,-2,-70
 588,-14,-6,4,-51,-198,4061,-3,-4,-83
 589,-13,-6,3,-52,-183,4068,-8,-8,-74
 590,-16,-6,3,-68,-191,4063,2,-4,-83
 591,-16,-5,2,-49,-201,4047,0,1,-77
 592,-15,-5,2,-56,-203,4052,5,-12,-85
 593,-13,-6,3,-44,-195,4051,-10,-15,-74
 594,-14,-7,1,-59,-175,4084,-3,-16,-77
 595,-12,-6,1,-45,-203,4070,-1,-4,-85
 596,-17,-6,2,-54,-194,4057,-12,-13,-77
 597,-16,-5,3,-53,-180,4083,5,-15,-90
 598,-16,-4,2,-45,-196,4042,3,6,-87
 599,-15,-4,2,-51,-189,4072,6,-14,-86
 600,-14,-6,4,-58,-198,4062,-4,-6,-84
 601,-15,-4,3,-42,-190,4065,-22,42,-101
 602,-16,-5,3,-51,-188,4065,3,-2,-71
 603,-14,-6,3,-50,-186,4057,0,1,-88
 604,-12,-5,3,-61,-205,4040,-3,-1,-81
 605,-15,-6,2,-49,-200,4070,-24,10,-92
 606,-15,-5,3,-50,-193,4058,1,-23,-77
 607,-16,-6,2,-43,-185,4064,-2,-2,-104
 608,-12,-7,3,-59,-197,4052,-9,5,-91
 609,-15,-7,2,-54,-182,4056,-28,3,-73
 610,-15,-6,1,-53,-202,4057,-7,-2,-79
 611,-16,-6,2,-34,-185,4034,-18,-28,-68
 612,-15,-7,3,-49,-187,4054,-1,-2,-79
 613,-14,-6,2,-56,-186,4042,14,13,-74
 614,-13,-8,2,-52,-174,4070,-21,-5,-62
 615,-14,-6,3,-46,-195,4067,-5,-10,-73
 616,-14,-5,2,-55,-193,4084,-17,-10,-57
 617,-14,-6,3,-44,-187,4067,0,-8,-64
 618,-13,-6,4,-44,-197,4051,-13,-12,-73
 619,-14,-6,3,-57,-189,4068,-23,-4,-96
 620,-16,-6,3,-61,-188,4055,30,8,-66
 621,-16,-6,3,-44,-194,4103,-5,5,-79
 622,-15,-6,4,-51,-202,4070,-2,-7,-60
 623,-17,-6,3,-47,-190,4038,-12,-17,-78
 624,-16,-6,3,-44,-181,4055,-16,5,-69
 625,-17,-6,2,-58,-201,4089,27,-14,-84
 626,-16,-6,1,-59,-188,4044,-32,8,-49
 627,-14,-5,3,-46,-209,4048,3,2,-78
 628,-14,-6,1,-48,-191,4028,-29,6,-71
 629,-14,-6,2,-42,-206,4050,-6,5,-72
 630,-16,-7,2,-49,-193,4056,-13,9,-69
 631,-14,-6,2,-50,-183,4044,-11,5,-88
 632,-16,-7,2,-48,-187,4084,1,-3,-99
 633,-15,-7,2,-63,-198,4036,12,-2,-69
 634,-16,-7,3,-49,-195,4068,-16,-11,-80
 635,-17,-7,4,-60,-203,4056,-28,1,-81
 636,-15,-7,2,-37,-189,4063,-7,-11,-74
 637,-15,-6,2,-48,-200,4057,-1,-4,-62
 638,-15,-6,3,-49,-197,4068,-1,0,-100
 639,-15,-6,3,-36,-195,4074,1,2,-74
 640,-14,-5,3,-51,-179,4042,8,5,-84
 641,-17,-5,1,-58,-186,4059,3,5,-84
 642,-15,-6,2,-56,-183,4086,-3,-10,-90
 643,-14,-7,2,-44,-192,4079,19,-2,-67
 644,-15,-7,2,-46,-196,4058,-9,1,-65
 645,-15,-6,3,-49,-195,4055,8,0,-82
 646,-17,-5,2,-44,-191,4064,8,15,-58
 647,-13,-6,3,-50,-186,4046,-33,-9,-79
 648,-14,-5,1,-47,-190,4048,3,9,-66
 649,-14,-6,2,-47,-199,4059,-1,-14,-65
 650,-13,-5,2,-51,-191,4050,-11,-6,-73
 651,-15,-5,2,-42,-197,4059,2,-2,-89
 652,-15,-6,2,-66,-189,4089,-21,9,-29
 653,-13,-6,2,-54,-207,4044,2,-10,-83
 654,-14,-7,3,-54,-194,4062,-20,-14,-80
 655,-13,-7,3,-53,-190,4071,-21,-5,-69
 656,-15,-8,3,-47,-195,4070,8,8,-98
 657,-14,-6,1,-51,-183,4069,-1,-2,-59
 658,-16,-8,1,-45,-182,4051,5,-6,-64
 659,-16,-7,2,-48,-194,4051,-1,-13,-81
 660,-13,-5,2,-52,-182,4044,18,-8,-83
 661,-12,-5,1,-66,-182,4057,-7,19,-70
 662,-14,-7,3,-42,-178,4066,2,0,-72
 663,-12,-4,2,-37,-197,4038,13,-6,-88
 664,-13,-5,3,-63,-190,4033,-9,-7,-65
 665,-14,-6,2,-51,-199,4049,2,-5,-107
 666,-17,-8,2,-42,-190,4065,0,-9,-52
 667,-13,-7,3,-48,-198,4073,-2,8,-68
 668,-14,-6,3,-52,-188,4061,0,3,-97
 669,-15,-5,3,-60,-194,4046,-6,-9,-61
 670,-12,-5,2,-44,-178,4053,31,-15,-86
 671,-13,-5,3,-60,-186,4053,-18,-6,-74
 672,-15,-5,2,-42,-190,4047,17,-5,-52
 673,-17,-6,2,-65,-181,4042,-5,-12,-55
 674,-14,-6,3,-51,-195,4034,14,3,-100
 675,-13,-6,3,-50,-198,4051,8,-3,-64
 676,-13,-6,3,-46,-194,4063,13,5,-63
 677,-14,-6,3,-56,-202,4070,-9,-9,-71
 678,-14,-6,2,-42,-198,4087,4,-20,-81
 679,-13,-6,2,-54,-185,4082,9,-21,-64
 680,-14,-7,2,-58,-204,4032,-12,-22,-63
 681,-14,-5,3,-38,-199,4064,-11,-8,-61
 682,-15,-5,4,-53,-195,4036,-2,-10,-62
 683,-13,-6,2,-48,-198,4073,-14,-9,-81
 684,-13,-7,3,-53,-182,4038,10,-19,-77
 685,-12,-6,2,-40,-189,4072,-10,-7,-77
 686,-14,-7,4,-44,-198,4054,7,-14,-68
 687,-14,-6,5,-51,-186,4072,-7,-17,-82
 688,-16,-7,2,-53,-205,4036,11,7,-67
 689,-15,-7,2,-47,-178,4070,5,-16,-61
 690,-14,-6,3,-46,-192,4073,5,-25,-82
 691,-15,-4,3,-46,-194,4073,2,-1,-64
 692,-15,-5,3,-53,-176,4053,0,-2,-77
 693,-13,-7,2,-52,-198,4061,6,-2,-98
 694,-16,-6,2,-47,-201,4070,17,-11,-56
 695,-14,-6,3,-67,-189,4070,2,-8,-68
 696,-12,-4,1,-60,-191,4078,-9,0,-63
 697,-13,-6,2,-42,-196,4070,-12,-15,-98
 698,-15,-5,4,-45,-180,4061,1,-18,-87
 699,-15,-6,2,-60,-195,4082,6,-20,-76
 700,-16,-7,3,-50,-192,4046,-7,-14,-62
 701,-17,-6,2,-45,-191,4059,-21,-16,-88
 702,-14,-5,2,-48,-194,4067,-1,-7,-78
 703,-13,-7,2,-58,-197,4067,13,-8,-88
 704,-13,-5,3,-56,-174,4075,12,-21,-66
 705,-15,-6,3,-42,-198,4042,10,0,-63
 706,-14,-6,1,-50,-176,4063,2,-12,-65
 707,-14,-6,1,-41,-194,4047,-16,-13,-55
 708,-17,-5,3,-45,-204,4064,4,11,-25
 709,-15,-5,2,-58,-193,4061,12,-11,-65
 710,-16,-6,1,-57,-198,4061,-5,13,-66
 711,-17,-6,1,-50,-185,4061,0,7,-82
 712,-16,-6,2,-51,-191,4051,-25,-6,-89
 713,-15,-5,3,-44,-187,4057,7,-13,-83
 714,-17,-5,2,-43,-195,4089,-7,-11,-65
 715,-14,-6,1,-36,-183,4036,7,5,-94
 716,-14,-6,4,-70,-195,4057,1,-3,-92
 717,-14,-5,3,-46,-190,4073,-3,-6,-60
 718,-15,-5,3,-57,-168,4065,0,7,-83
 719,-14,-5,2,-45,-193,4090,-7,-9,-69
 720,-16,-5,2,-46,-188,4046,9,-4,-64
 721,-16,-6,3,-40,-205,4065,3,-2,-87
 722,-14,-5,4,-40,-195,4044,-13,-20,-101
 723,-13,-6,2,-55,-183,4053,7,-17,-99
 724,-14,-5,2,-44,-176,4074,3,-17,-100
 725,-16,-5,2,-47,-187,4048,7,7,-113
 726,-16,-7,3,-41,-188,4057,-1,4,-76
 727,-15,-6,2,-50,-183,4090,-10,12,-115
 728,-15,-5,2,-54,-187,4063,9,10,-88
 729,-14,-5,2,-46,-196,4036,-2,-12,-74
 730,-13,-5,2,-45,-186,4072,16,11,-72
 731,-13,-7,3,-54,-195,4061,5,-3,-55
 732,-14,-7,3,-49,-205,4065,1,9,-87
 733,-13,-6,2,-51,-193,4085,-7,5,-67
 734,-15,-6,2,-42,-182,4079,-6,-22,-76
 735,-14,-5,2,-44,-188,4030,5,-6,-96
 736,-12,-6,3,-54,-196,4054,6,1,-75
 737,-15,-6,3,-44,-178,4070,-11,8,-82
 738,-14,-6,3,-38,-195,4057,-1,-10,-64
 739,-15,-7,2,-51,-187,4057,12,8,-67
 740,-14,-6,4,-68,-199,4044,-5,-1,-82
 741,-14,-5,2,-44,-189,4034,6,6,-57
 742,-14,-5,3,-59,-197,4068,3,-5,-60
 743,-14,-5,3,-37,-194,4075,20,-8,-75
 744,-18,-5,3,-40,-203,4065,10,-8,-79
 745,-14,-6,2,-58,-177,4059,-7,-3,-58
 746,-14,-7,3,-40,-198,4068,4,-20,-69
 747,-14,-6,3,-55,-208,4042,16,4,-72
 748,-14,-7,5,-57,-190,4059,2,-14,-67
 749,-15,-5,4,-63,-198,4067,-2,-1,-75
 750,-13,-8,3,-51,-188,4053,0,-20,-80
 751,-14,-5,1,-54,-178,4061,-9,-10,-61
 752,-14,-5,1,-53,-178,4038,10,1,-54
 753,-14,-5,3,-44,-184,4047,-11,-8,-82
 754,-14,-6,1,-49,-193,4061,-30,-3,-95
 755,-15,-6,3,-53,-190,4030,-10,-17,-73
 756,-13,-7,2,-45,-194,4072,-4,2,-87
 757,-14,-7,1,-49,-201,4038,3,-5,-51
 758,-16,-7,2,-44,-193,4063,14,-7,-88
 759,-16,-5,2,-58,-203,4073,-6,2,-65
 760,-14,-8,2,-46,-197,4065,3,-3,-62
 761,-14,-7,2,-48,-183,4054,-21,21,-69
 762,-15,-6,2,-67,-192,4036,2,-15,-79
 763,-13,-5,2,-57,-201,4044,10,2,-57
 764,-13,-6,3,-59,-189,4057,28,-7,-81
 765,-15,-6,2,-46,-205,4052,8,-12,-95
 766,-13,-5,1,-52,-194,4065,-1,-5,-36
 767,-12,-5,2,-50,-204,4055,-5,9,-102
 768,-13,-5,2,-51,-197,4085,2,-10,-76
 769,-16,-6,1,-49,-190,4082,-3,5,-77
 770,-16,-5,2,-67,-201,4063,-10,-17,-91
 771,-13,-4,2,-40,-198,4049,-2,-7,-79
 772,-13,-6,2,-47,-203,4078,-11,-8,-91
 773,-13,-6,2,-53,-210,4057,-2,-8,-77
 774,-13,-8,4,-40,-198,4044,10,5,-109
 775,-12,-6,2,-54,-209,4080,-2,-1,-71
 776,-13,-5,1,-49,-190,4055,-3,-6,-61
 777,-13,-5,1,-49,-183,4096,-4,1,-76
 778,-14,-6,3,-52,-197,4036,6,-16,-94
 779,-13,-5,2,-44,-180,4053,2,8,-67
 780,-13,-4,1,-57,-193,4078,-2,-13,-68
 781,-15,-6,2,-60,-191,4060,-1,-7,-55
 782,-15,-6,2,-58,-204,4052,3,-9,-73
 783,-17,-5,3,-53,-209,4055,1,-3,-27
 784,-13,-5,3,-49,-195,4056,-1,-16,-98
 785,-14,-7,3,-57,-187,4068,-13,-6,-78
 786,-14,-7,2,-40,-184,4065,-3,-1,-93
 787,-15,-5,3,-45,-197,4096,-13,-12,-79
 788,-14,-5,2,-58,-197,4050,-22,-7,-76
 789,-15,-5,3,-58,-176,4077,-13,3,-60
 790,-16,-6,3,-54,-183,4075,-18,2,-81
 791,-15,-7,3,-49,-198,4069,-11,-9,-94
 792,-15,-6,2,-49,-183,4076,-11,-1,-76
 793,-13,-5,2,-53,-181,4046,-5,1,-73
 794,-14,-5,2,-48,-180,4038,1,6,-75
 795,-15,-5,2,-50,-191,4085,-12,-28,-80
 796,-14,-5,2,-49,-191,4063,12,-1,-75
 797,-15,-5,2,-49,-178,4078,-15,-14,-72
 798,-17,-4,2,-51,-203,4059,13,-9,-74
 799,-14,-4,3,-56,-200,4036,-7,-11,-66
 800,-14,-6,3,-47,-198,4063,-12,-4,-104
 801,-15,-6,2,-42,-166,4062,0,-8,-83
 802,-15,-5,3,-46,-174,4040,-2,-2,-82
 803,-15,-7,2,-57,-196,4076,-21,-5,-76
 804,-14,-6,3,-49,-194,4049,-2,2,-74
 805,-13,-5,2,-49,-180,4069,11,-4,-72
 806,-13,-6,3,-45,-199,4076,13,4,-102
 807,-14,-6,3,-51,-195,4067,0,43,-63
 808,-13,-4,2,-54,-193,4065,3,-10,-64
 809,-14,-5,2,-56,-193,4044,-11,6,-82
 810,-14,-5,3,-51,-190,4052,-11,-22,-94
 811,-16,-5,4,-53,-201,4027,-4,-7,-58
 812,-16,-4,3,-67,-190,4028,3,-14,-67
 813,-14,-6,3,-52,-190,4032,-5,4,-73
 814,-14,-6,2,-59,-192,4059,1,1,-77
 815,-13,-5,3,-54,-200,4045,-6,-9,-67
 816,-14,-5,3,-54,-190,4051,2,-2,-72
 817,-14,-5,2,-69,-200,4034,-7,17,-73
 818,-14,-5,2,-59,-204,4054,-7,-24,-71
 819,-14,-6,1,-53,-191,4055,-1,4,-71
 820,-14,-5,2,-50,-188,4056,-17,-16,-92
 821,-13,-4,3,-53,-185,4048,-22,-7,-79
 822,-14,-5,2,-48,-192,4072,6,-12,-83
 823,-15,-6,3,-56,-186,4076,-2,7,-90
 824,-15,-6,2,-52,-193,4072,-11,2,-95
 825,-14,-7,2,-51,-189,4078,-5,-2,-41
 826,-15,-5,2,-51,-186,4093,6,-4,-99
 827,-15,-7,3,-41,-189,4037,19,-7,-83
 828,-14,-5,3,-48,-172,4034,-2,-10,-80
 829,-13,-7,3,-63,-203,4065,11,10,-72
 830,-13,-5,3,-50,-192,4047,2,-16,-72
 831,-14,-7,3,-56,-188,4074,-5,-1,-90
 832,-13,-7,3,-54,-190,4045,4,-5,-65
 833,-15,-7,3,-40,-174,4055,3,2,-70
 834,-16,-6,3,-45,-174,4042,0,4,-72
 835,-14,-6,3,-59,-182,4078,-1,6,-77
 836,-14,-6,3,-40,-189,4065,-1,-7,-94
 837,-14,-7,3,-55,-187,4066,0,-7,-86
 838,-15,-6,3,-53,-186,4050,-10,-16,-86
 839,-16,-6,3,-60,-188,4066,8,-1,-87
 840,-14,-6,2,-45,-177,4089,1,1,-49
 841,-14,-5,2,-44,-188,4095,-30,9,-108
 842,-14,-5,2,-61,-198,4081,-17,-13,-85
 843,-15,-6,2,-56,-187,4063,3,-16,-87
 844,-15,-5,2,-38,-193,4071,-9,-3,-62
 845,-14,-6,3,-40,-180,4054,3,-18,-94
 846,-13,-5,4,-52,-206,4061,-16,-8,-52
 847,-13,-6,3,-53,-200,4063,-14,0,-76
 848,-14,-4,3,-45,-192,4072,15,-16,-87
 849,-16,-6,3,-49,-187,4056,-1,-11,-81
 850,-17,-7,3,-47,-193,4061,-18,-17,-69
 851,-15,-6,4,-57,-200,4055,-18,20,-91
 852,-15,-5,3,-58,-177,4059,10,0,-55
 853,-15,-5,2,-47,-193,4076,6,-6,-85
 854,-14,-6,3,-51,-189,4068,-7,2,-75
 855,-16,-6,2,-61,-197,4040,-10,-17,-81
 856,-15,-3,1,-44,-178,4065,5,-26,-49
 857,-13,-5,1,-49,-183,4072,-4,-4,-46
 858,-13,-6,1,-60,-176,4049,0,-3,-55
 859,-15,-6,2,-46,-185,4034,8,-9,-92
 860,-15,-6,3,-48,-190,4046,3,2,-83
 861,-14,-6,1,-47,-171,4068,13,10,-68
 862,-15,-5,3,-40,-190,4081,-2,3,-88
 863,-13,-5,4,-53,-185,4077,5,9,-79
 864,-15,-6,3,-64,-197,4105,-9,-19,-82
 865,-16,-5,3,-42,-189,4081,-14,-3,-61
 866,-16,-7,3,-54,-191,4063,-8,-11,-74
 867,-14,-5,2,-52,-195,4065,-3,-9,-84
 868,-15,-5,3,-49,-194,4053,-7,-17,-81
 869,-14,-7,3,-56,-198,4061,3,-5,-70
 870,-12,-6,3,-46,-196,4046,0,-8,-105
 871,-15,-4,3,-42,-196,4047,-4,-4,-70
 872,-16,-5,3,-50,-198,4046,11,-5,-83
 873,-15,-5,3,-48,-199,4073,19,-25,-70
 874,-15,-4,4,-60,-198,4076,7,-17,-77
 875,-16,-6,4,-36,-188,4070,44,0,-87
 876,-15,-6,3,-72,-194,4050,8,10,-80
 877,-12,-4,3,-53,-199,4067,4,-16,-73
 878,-12,-5,3,-59,-188,4059,-3,-12,-66
 879,-14,-6,3,-61,-188,4072,-9,-11,-78
 880,-15,-5,2,-44,-185,4091,-11,1,-71
 881,-16,-4,3,-49,-197,4046,-51,16,-87
 882,-16,-6,2,-49,-201,4092,-10,-5,-90
 883,-13,-4,3,-59,-199,4044,-2,-8,-94
 884,-15,-4,3,-49,-195,4089,-5,5,-85
 885,-16,-6,2,-64,-190,4089,-4,-8,-93
 886,-14,-7,3,-48,-181,4042,10,5,-90
 887,-14,-6,2,-49,-193,4080,-3,6,-59
 888,-17,-6,2,-34,-181,4055,-6,18,-60
 889,-14,-6,2,-49,-198,4082,0,-9,-73
 890,-12,-5,3,-48,-177,4062,8,-4,-82
 891,-13,-6,4,-39,-181,4042,3,-22,-92
 892,-13,-7,2,-40,-191,4073,-5,-31,-98
 893,-14,-6,3,-51,-208,4098,-7,9,-45
 894,-16,-6,3,-63,-206,4090,-10,-6,-82
 895,-15,-6,3,-72,-194,4070,7,-7,-91
 896,-15,-6,3,-55,-180,4055,-16,-6,-58
 897,-15,-7,3,-51,-183,4042,-14,-7,-91
 898,-14,-5,4,-37,-186,4079,-2,1,-101
 899,-14,-6,2,-40,-189,4034,-11,-9,-88
 900,-14,-4,1,-47,-188,4054,-6,-14,-110
 901,-12,-6,2,-39,-194,4047,-12,-9,-89
 902,-13,-6,2,-49,-181,4063,-12,5,-100
 903,-14,-5,2,-45,-191,4042,-2,-4,-61
 904,-16,-6,2,-43,-195,4032,3,2,-71
 905,-15,-6,2,-42,-197,4057,-12,-4,-36
 906,-15,-7,3,-56,-196,4046,-5,-8,-56
 907,-16,-7,3,-50,-191,4053,8,-8,-89
 908,-17,-7,2,-55,-196,4049,-15,1,-92
 909,-13,-6,2,-45,-195,4062,4,-7,-120
 910,-14,-5,2,-44,-192,4052,-1,11,-80
 911,-15,-5,1,-49,-194,4044,-12,4,-106
 912,-14,-5,1,-41,-195,4072,-3,-9,-94
 913,-14,-6,3,-48,-176,4053,-5,4,-88
 914,-12,-6,2,-50,-186,4044,-52,-5,-82
 915,-15,-5,4,-40,-187,4072,-18,-3,-80
 916,-15,-6,2,-36,-197,4079,1,-6,-75
 917,-15,-7,3,-75,-183,4067,3,14,-89
 918,-16,-6,3,-59,-183,4082,-3,-14,-51
 919,-16,-7,2,-62,-174,4057,-4,-5,-73
 920,-15,-7,3,-50,-202,4048,-8,1,-60
 921,-15,-6,3,-51,-192,4067,-6,-16,-82
 922,-15,-6,2,-49,-215,4048,-16,-18,-75
 923,-14,-4,3,-39,-193,4040,9,-7,-73
 924,-14,-6,3,-46,-198,4044,-2,-11,-81
 925,-14,-5,3,-63,-205,4049,-19,-11,-67
 926,-14,-5,3,-51,-177,4059,-6,-2,-67
 927,-15,-6,2,-37,-183,4072,4,7,-66
 928,-15,-5,4,-42,-196,4041,11,-23,-80
 929,-14,-6,3,-48,-202,4045,-3,-20,-53
 930,-14,-3,2,-55,-193,4052,-8,1,-63
 931,-13,-5,3,-51,-190,4048,-8,-13,-45
 932,-13,-7,3,-46,-199,4082,22,-13,-58
 933,-14,-6,3,-54,-197,4052,-14,-9,-35
 934,-14,-6,3,-48,-184,4063,-19,-12,-84
 935,-16,-6,3,-52,-190,4046,-11,-4,-75
 936,-14,-6,2,-40,-189,4038,2,-8,-75
 937,-16,-6,2,-46,-195,4065,-7,8,-73
 938,-15,-4,2,-52,-193,4055,12,-3,-93
 939,-14,-3,2,-48,-204,4063,1,-5,-68
 940,-15,-5,2,-51,-186,4057,1,13,-95
 941,-16,-5,2,-53,-181,4064,-10,-14,-50
 942,-15,-5,2,-47,-174,4047,-3,4,-75
 943,-15,-4,3,-57,-187,4034,1,-5,-88
 944,-16,-6,3,-47,-210,4048,8,21,-89
 945,-14,-5,2,-53,-184,4068,-1,-11,-79
 946,-15,-6,3,-45,-199,4042,-3,-15,-68
 947,-13,-6,3,-49,-194,4063,-9,15,-74
 948,-13,-5,3,-55,-192,4064,2,-16,-79
 949,-15,-7,4,-47,-176,4048,5,-5,-99
 950,-15,-7,3,-39,-193,4057,-12,-7,-63
 951,-16,-6,3,-42,-189,4070,0,-5,-83
 952,-15,-5,2,-53,-191,4055,0,5,-67
 953,-15,-6,1,-49,-183,4074,0,-11,-76
 954,-14,-6,3,-43,-195,4053,12,11,-58
 955,-14,-6,3,-56,-201,4070,0,5,-83
 956,-14,-7,3,-44,-193,4091,4,-8,-92
 957,-14,-6,3,-47,-192,4073,4,1,-76
 958,-13,-4,3,-49,-179,4058,-14,5,-84
 959,-17,-6,3,-56,-187,4057,-2,13,-72
 960,-16,-6,4,-58,-198,4046,-19,-10,-92
 961,-15,-6,4,-51,-191,4061,-1,-16,-94
 962,-13,-5,3,-54,-195,4061,-17,-8,-95
 963,-13,-6,2,-49,-182,4076,-8,14,-75
 964,-13,-6,2,-49,-174,4042,5,-5,-47
 965,-14,-7,2,-52,-193,4061,8,9,-50
 966,-13,-6,3,-54,-187,4083,-4,-3,-71
 967,-13,-6,3,-34,-196,4040,18,-14,-90
 968,-13,-6,2,-42,-193,4040,13,11,-80
 969,-15,-6,2,-62,-183,4039,-9,-1,-82
 970,-15,-5,2,-51,-193,4063,-1,5,-49
 971,-14,-6,2,-57,-192,4066,-10,-4,-66
 972,-15,-7,3,-40,-193,4076,0,17,-98
 973,-15,-5,3,-34,-194,4064,-15,-2,-65
 974,-15,-7,3,-57,-197,4085,-20,16,-90
 975,-17,-8,2,-51,-201,4076,-6,-5,-73
 976,-15,-6,3,-35,-178,4073,-11,-37,-54
 977,-14,-6,3,-45,-185,4083,-17,7,-100
 978,-14,-5,3,-34,-183,4068,-8,14,-65
 979,-15,-5,3,-40,-198,4072,3,3,-81
 980,-16,-4,2,-38,-188,4053,-7,-15,-79
 981,-13,-5,2,-45,-182,4057,1,-3,-76
 982,-13,-6,2,-51,-192,4069,-12,-12,-83
 983,-13,-8,3,-56,-198,4032,2,-15,-84
 984,-12,-6,3,-59,-200,4032,3,3,-79
